id,title,subtitle,level,links,quadrant,titre,auteur,duree,type,hash_id,summary,keywords,Titre_BTC
0b3650d0e294bf62972b57150b02b958,acheter du btc,2.  dca: choisir une frequence d'achat,1,https://butanuki.com/,comment j'utilise bitcoin,,,,,,,,
d8c6f8b12d845ee92531904cadc571ae,acheter du btc,3. acheter du btc sur un exchange,1,https://armantheparman.com/howtobuybitcoin2/,comment j'utilise bitcoin,,,,,,,,
0283cb1d384601c7ad78e554bfbd4021,acheter du btc,4. solutions d'achat en pair-a-pair et achat en liquide,1,https://btctouchpoint.com/fr/ressources/solutions-pratico-pratiques/#rencontrer,comment j'utilise bitcoin,,,,,,,,
36a8bc22cd46ea468dae56054d64df7c,acheter du btc,4. solutions d'achat en pair-a-pair et achat en liquide,1,https://agora256.com/acheter-du-bitcoin-sans-kyc-au-canada-avec-bull-bitcoin/,comment j'utilise bitcoin,,,,,,,,
d95393bc2656e3889780c61320e40aaa,acheter du btc,"5. trouver un distributeur, des cartes cadeaux",1,https://azte.co/#about,comment j'utilise bitcoin,,,,,,,,
ab0e63ad8542fc5f5e9ae3b115d55a2a,acheter du btc,"5. trouver un distributeur, des cartes cadeaux",1,https://btcmap.org/map,comment j'utilise bitcoin,,,,,,,,
11eaafe82e723d7d3d8f12475ed6ba97,preference temporelle,rabaisser notre preference temporelle,1,https://www.youtube.com/watch?v=XcmrCLL7Rtw,comment bitcoin me change,Walter Mischel - The Marshmallow Test,The Brainwaves Video Anthology,00:04:22,Video Youtube,3e2b0bd687f2bcca7d055efa0c53088c4cbe4bd015900486ba187da223e6f4d4,"Walter Mischel, professeur à l'Université de Columbia, étudie depuis plusieurs décennies le développement de la maîtrise de soi chez les enfants et ses implications tout au long de leur vie. Il a créé le célèbre test de la guimauve pour évaluer cette capacité, démontrant que les enfants capables de différer une récompense ont plus de chances de réussir à l'école et dans leur vie future.","Walter Mischel, Marshmallow Test, self-control, willpower, cognitive skills, education, future consequences, self-regulate, temptations, preference temporelle, rabaisser, bitcoin.",La tentation du marshmallow : l'importance de la maîtrise de soi chez les enfants
4243acafbeb36d51276f93402ff19cc5,contre-culture,2. bitcoin maximalisme,1,https://www.youtube.com/watch?v=IrL_4bsU1I4,comment bitcoin influ culture,La Théorie Maximaliste De Bitcoin 🏆,Jon Black,00:18:58,Video Youtube,7e6a1fec905a830c552f575c8e7ec3de43a40d8edcff14d4b231f89b36605d53,"Dans cette vidéo intitulée ""La Théorie Maximaliste De Bitcoin 🏆"" de l'auteur Jon Black, il est question du concept de maximalisme bitcoin. Ce courant de pensée considère que seul bitcoin a de la valeur, rejetant ainsi les autres cryptomonnaies. L'auteur explique les raisons pour lesquelles certains investisseurs se tournent exclusivement vers bitcoin, mettant en avant la sécurité et la décentralisation de ce dernier.","bitcoin maximalisme, crypto monnaie, investisseurs en crypto, blockchain, consensus distribué, décentralisation, révolution monétaire, altcoins, sécurité, liquidités",
ff0f6fa2e10ae3a8a22ead9e4a1e7930,contre-culture,2. bitcoin maximalisme,1,https://www.youtube.com/watch?v=y4ysUro7WtI&t=12s,comment bitcoin influ culture,"Explorons Bitcoin N°2: Les Bitcoiners ""maximalistes""",Découvre Bitcoin,00:59:09,Video Youtube,cf752621787db532ea431ce9e7aeed6c4f2d0a4236d69802ca60587ab3852311,"La vidéo aborde le thème de la contre-culture, avec pour sous-thème le bitcoin maximalisme. Elle explore comment le bitcoin influence la culture. L'auteur du contenu est Découvre Bitcoin. Le contenu s'attaque aux idées préconçues sur les maximalistes du bitcoin, soulignant la vision à long terme de ces derniers sur l'importance du Bitcoin dans l'écosystème financier mondial. Le contenu met en avant la différence entre les maximalistes du Bitcoin et les investisseurs dans d'autres cryptomonnaies, soulignant le rôle fondamental de Bitcoin en tant que monnaie souveraine.","bitcoin maximalisme, culture, contre-culture, influence, écosystème, maximalistes, crypto-monnaie, investissement, révolution, technologie, trading, marché, finance, monnaie, valeur, stratégie",Bitcoin Maximalisme : Influence et Révolution dans la Culture Financière
af71573c7481b27bc2334da75b5265ef,contre-culture,2. bitcoin maximalisme,1,https://www.swanbitcoin.com/ten-million-bitcoiners-the-intransigent-minority/,comment bitcoin influ culture,,,,,,,,
eac62d9406b6d555e6f3e6f687b212ba,experimentations ludiques,"1. bitcoin, lightning et le  gaming",1,https://www.coindesk.com/tech/2021/02/11/these-gaming-studios-are-bringing-bitcoin-payouts-to-everyday-esport-gamers/,comment j'utilise bitcoin,,,,,,,,
97c2f6427363dc2a23cca845256570e5,experimentations ludiques,"1. bitcoin, lightning et le  gaming",1,https://sites.google.com/nathanday.net/gamertron/,comment j'utilise bitcoin,,,,,,,,
85213deeb388294e4bee4115825f1257,parties prenantes,1. qui gouverne bitcoin ?,1,https://www.youtube.com/watch?v=fcXvjghA-uM&list=PLinTFKehfR4yOM86i_sWI3EwWaI6CSOPm,comment bitcoin change societe,L'industrie du Bitcoin - chapitre 2.2 [BTC 102],Découvre Bitcoin,00:32:53,Video Youtube,82d9df8a3ee0cbe157f6eb4de6e7f846a077345fcd3d9aede6691aec66238028,"Bonjour et bienvenue dans des vidéos Bitcoin ! Aujourd'hui, on attaque le chapitre 2.2 de l'industrie du Bitcoin. Ce chapitre est particulièrement long, donc préparez-vous à au moins une vidéo de 20 minutes minimum. On aborde le fait que Bitcoin est décentralisé, ce qui signifie que personne n'a besoin de demander la permission pour l'utiliser. On explore les différentes facettes de l'industrie, des banques aux utilisateurs, en passant par les développeurs et les mineurs, ainsi que les aspects légaux et gouvernementaux.","Bitcoin, parties prenantes, gouverne, societe, industrie, crypto, video Youtube, decentralisee, banques, etats, gouvernement, legal, developpeurs, mineurs, tech, utilisateurs, fonds d'investissement, marchands, portefeuilles, echanges, infrastructures, lightning network, noeuds, autorisation, banque, logiciel open source, industrie des bitcoins, industrie des cryptos, monnaies, institutions, corporate, banques centrales, etats, univers crypto, innovation, systeme financier, revolution technologique, autoroute Bitcoin, game theory, baleines, investisseurs, influenceurs, education, artistes",Bitcoin : une révolution technologique et financière - Regards sur une industrie en pleine expansion
94df8e971b7ce1c0c32b52cb70dcf7b9,parties prenantes,1. qui gouverne bitcoin ?,1,https://www.youtube.com/watch?v=Zb1dKNH0amM,comment bitcoin change societe,Mais qui dirige Bitcoin ? - Doodling Bitcoin #2,David St-Onge,00:01:17,Video Youtube,2169e98eba4af97708106dd30b09c06a8552bd75cee386d5889c0a6251850a9f,"Dans ""Mais qui dirige Bitcoin ? - Doodling Bitcoin #2"" de David St-Onge, il est question de l'anonymat de Satoshi Nakamoto, créateur de Bitcoin, essentiel pour sa décentralisation. Le contenu souligne que Bitcoin évolue selon ses utilisateurs, ce qui le rend résistant à la censure et à la saisie. Cette absence de gestion centralisée garantit l'indépendance de Bitcoin et empêche toute influence extérieure.","Bitcoin, parties prenantes, gouvernance, Satoshi Nakamoto, décentralisation, utilisateurs, contributeurs, résistance, censure, gouvernement",Qui dirige Bitcoin ? La révolution de la décentralisation
c3f7ebc8c8a551aa912173445e0c5240,parties prenantes,2. focus sur les  noeuds,1,https://www.youtube.com/watch?v=3vQmDJ4_ooM,comment bitcoin change societe,Les nœuds - chapitre 3.3 [BTC 101],Découvre Bitcoin,00:19:54,Video Youtube,9806520f02cc33cac008345f63cd63b296c5f5805eb9fe18163d6024a531c4df,"Dans cette leçon sur les nœuds de Bitcoin, l'auteur de la vidéo aborde l'importance fondamentale des nœuds dans le réseau. Il explique comment les nœuds permettent la décentralisation et la validation des transactions, assurant ainsi la robustesse du système. En soulignant l'accès abordable à un nœud et son rôle crucial dans la résistance à la censure, l'auteur invite chacun à participer à la préservation de l'indépendance financière que Bitcoin offre. Le contenu met en lumière le pouvoir des utilisateurs et des nœuds dans les décisions essentielles pour l'avenir de Bitcoin.","Les mots-clés pertinents pour ce contenu sont : parties prenantes, noeuds, bitcoin, societe, logiciel, transactions, décentralisation, réseau, consensus, blockchain.",La puissance des noeuds dans l'écosystème Bitcoin
39574cebe1082a1e79e22d0a7af15da3,parties prenantes,2. focus sur les  noeuds,1,https://www.youtube.com/watch?v=btUHumjEq-4,comment bitcoin change societe,Je Fais Tourner Un Noeud Bitcoin (Pourquoi / Comment) ? 🌐,Jon Black,00:15:33,Video Youtube,7e71c177255be09749a036a798f2c129a32ba694174be6d3c7a99be6aa4c9abe,"Dans cette vidéo captivante, Jon Black partage son expérience et son expertise sur le fonctionnement d'un nœud Bitcoin. Il explique en détail l'importance d'avoir son propre nœud, les avantages de la décentralisation du réseau, et comment garantir sa souveraineté et sa confidentialité. Jon aborde également les différentes options matérielles et logicielles pour mettre en place un nœud Bitcoin chez soi, offrant ainsi aux spectateurs une compréhension approfondie de l'écosystème Bitcoin.","nœud Bitcoin, parties prenantes, réseau Bitcoin, mineurs, transactions, blocs de transaction, décentralisation, solidité du réseau, souveraineté, confidentialité, matériel, logiciel, Raspberry Pi, umbrell, blockchain Bitcoin, Wallet Bitcoin, Ledger, trésor, sécurité, interactions, données, protocole Bitcoin, souveraineté personnelle, confidentialité des transactions, intégrité des blocs, bande passante, connexion internet, récompenses de minage.",Pourquoi et comment faire tourner un nœud Bitcoin chez soi : un guide complet
a25e5b542ef20c8feefe2d7fccc6685f,parties prenantes,3. focus sur les  mineurs et la preuve de travail (pow),1,https://www.youtube.com/watch?v=Lr5L3uy244w,comment bitcoin change societe,Les mineurs - chapitre 3.4 [BTC 101],Découvre Bitcoin,00:28:02,Video Youtube,2c83330a7477bd5f8c5c740feb9b6a3e2a74fe07236ae5609cb2710a14c76f5f,"Dans ce chapitre captivant intitulé ""Les mineurs - chapitre 3.4 [BTC 101]"" de Découvre Bitcoin, l'explication technique des mineurs et de la preuve de travail est mise en avant. On découvre comment les mineurs utilisent l'électricité pour sécuriser le réseau Bitcoin en résolvant des équations mathématiques, assurant ainsi la légitimité des transactions. La vidéo aborde également le concept de la preuve de travail, essentielle pour garantir la sécurité du réseau en obligeant les mineurs à dépenser de l'énergie.","mineurs, bitcoins, preuve de travail, pow, bitcoin, société, parties prenantes, écologie, généraux byzantin, double dépense",La révolution des mineurs de Bitcoin et la preuve de travail
3e689b21f6d926ba4bf1da4fb8c2d652,parties prenantes,1. qui gouverne bitcoin ?,1,https://bitcoin.fr/qui-controle-bitcoin/,comment bitcoin change societe,,,,,,,,
ad39296ae2be2228a68d17cd022fa993,parties prenantes,1. qui gouverne bitcoin ?,1,https://bitcoin.fr/qui-decide-des-ameliorations-de-bitcoin/,comment bitcoin change societe,,,,,,,,
df8b166424b57d66fac5dd8a60ad4f59,parties prenantes,3. focus sur les  mineurs et la preuve de travail (pow),1,https://btctouchpoint.com/fr/4-pourquoi-il-faut-a-la-fois-du-temps-et-des-efforts-pour-gagner-des-bitcoins/,comment bitcoin change societe,,BTC TouchPoint,00:45:54,Podcast,95c4b34c3763064b06772271352349c42bd4a1081c8f847b33283ebe7e256b01,"Le contenu du Podcast aborde le thème des parties prenantes, avec un sous-thème sur les mineurs et la preuve de travail (PoW). Il explore la question de comment le Bitcoin change la société. L'auteur du contenu est BTC TouchPoint. Le Podcast présente également une série de textes intitulée ""Why Bitcoin"" rédigée par Thomas Trollite, offrant une approche pédagogique complète et accessible sur les différentes facettes de Bitcoin. La narration est fluide, dynamique et captivante, offrant une compréhension approfondie de Bitcoin de manière engageante.","Bitcoin, podcast, parties prenantes, mineurs, preuve de travail, pow, société, inflation, cycle économique, monnaie, folie monétaire, Bitcoin, Thomas Trollite, Why Bitcoin, texte, néofite, série, PDF, Swan Bitcoin, auteur, investissement, private equity, 2013, philosophie, bloc-size-wars, modérateur, experts, compréhension, édition brochée, documentaire, Bitcoin et la génération du monde, ton plu, pédagogique, série, lecture, conversation, savoirs fondamentaux, lecture, texte, caractéristique, dimension, facette, Bitcoin, Satoshi, offre,",Bitcoin : Une Révolution Inarrêtable pour Tous
1309d3a7fc9a86f42173d12aadfcf122,parties prenantes,3. focus sur les  mineurs et la preuve de travail (pow),1,https://btctouchpoint.com/fr/pourquoi-bitcoin-11-pourquoi-et-comment-bitcoin-utilise-lenergie/,comment bitcoin change societe,,BTC TouchPoint,00:53:25,Podcast,69d769c6b0cec471179252076c55b1855fde7234f08831c9e2b81669a3498f14,"Le podcast ""BTC Touchpoint"" aborde le thème des parties prenantes, avec un sous-thème sur les mineurs et la preuve de travail dans le contexte de l'évolution de Bitcoin dans la société. L'épisode soulève la question centrale de l'inflation et de l'impact de Bitcoin sur la stabilité économique. Il met en lumière les défis liés à la consommation d'énergie de Bitcoin et propose une réflexion sur la nécessité d'une transition énergétique.","Bitcoin, Podcast, parties prenantes, mineurs, preuve de travail, pow, société, inflation, stabilité économique, monnaies nationales, valeur, dollar, volatilité, stabilité, adoption, valeur en dollar, phare, énergie, blockchain, sécurité, attaques, gladiateur, histoire, hold up, dette publique, déficit, futur, système monétaire, or, Richard Nixon, escroquerie, justice, Charles de Gaulle, 1971, vidéo, débat Bitcoin contre l'or, Michael Saylor, Thomas Trolite, textes, lecture.",Bitcoin : le gladiateur de l'économie mondiale
e672e66bcf57dc46c2b404afe7934516,devenir mineur de btc,1. processus graduel,1,https://compassmining.io/education/how-to-mine-bitcoin-at-home-basics/,comment j'utilise bitcoin,,,,,,,,
41cab09704941333117d8ce3ef04913d,systemes monetaires,1. bitcoin s'inscrit dans l'histoire et l'evolution de la monnaie,1,https://www.youtube.com/watch?v=N1AQY_aGHVQ,comment bitcoin change societe,L'évolution de la monnaie,BTC TouchPoint,00:22:50,Video Youtube,d5fd71c1ccdd1b2a99d3aa39456bcf21b5a69bf2bc867379e03c3a091fc1f1b6,"La monnaie, phénomène émergent, n'est pas une création gouvernementale. L'évolution de la monnaie, des proto-monnaies primitives aux monnaies Fiat décrétées par l'État, est détaillée. Bitcoin, monnaie basée sur les preuves de travail, révolutionne le système monétaire actuel. La rareté numérique de Bitcoin en fait la monnaie la plus dure et la plus résistante.","Bitcoin, monnaie, évolution, système monétaire, histoire, crypto-monnaie, société, valeur, technologies, échanges",L'évolution de la monnaie à travers les âges : de l'or à Bitcoin
67e65a5015793937016c02f14eaab38b,systemes monetaires,1. bitcoin s'inscrit dans l'histoire et l'evolution de la monnaie,1,https://www.youtube.com/watch?v=-3W2wd7wZ-I,comment bitcoin change societe,La convergence vers une monnaie unique...Pourquoi ?,BTC TouchPoint,00:06:15,Video Youtube,be0b879b86a45bfd853147bc74175b21f78570cf88d12a8c11fff098e85224d7,"La vidéo aborde la question de la convergence vers une monnaie unique et explique comment le troc devient inefficace dans une économie complexe. Les barrières entre les monnaies nationales sont discutées, tout comme l'impact d'Internet sur les échanges internationaux. L'idée d'une monnaie mondiale unique, comme le Bitcoin, est envisagée comme solution. L'auteur, BTC TouchPoint, propose une réflexion approfondie sur l'avenir des systèmes monétaires.","monnaie unique, bitcoin, histoire de la monnaie, évolution de la monnaie, bitcoin et société, système monétaire, convergence monétaire, troc, taux de change, commerce international",La convergence vers une monnaie unique
b06ec60600e4cf6b233f238fc6302cdb,systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,1,https://www.youtube.com/watch?v=CVqcrWsckns,comment bitcoin change societe,Faut-il réinventer la monnaie ? | Yorick de MOMBYNES | TEDxIssylesMoulineaux,TEDx Talks,00:13:10,Video Youtube,ee0a60b8dec33fd3225929c4402a2815e1af267a31d10de7538f3b9e5be55e62,"Dans une vidéo TEDx intitulée ""Faut-il réinventer la monnaie ?"" par Yorick de MOMBYNES, l'orateur aborde la transformation profonde des systèmes monétaires actuels, soulignant les failles de notre monnaie traditionnelle face à la montée en puissance du bitcoin. Il met en lumière les enjeux liés à la facilité de création monétaire et ses conséquences sur l'économie et la société, tout en soulignant le rôle émergent des cryptomonnaies, notamment le bitcoin, comme alternative prometteuse.","crypto monnaie, bitcoin, système monétaire, défaillances, supériorité, transformation, création monétaire, crise économique, inflation, questionnement sociétal",La révolution du Bitcoin : une transformation profonde du système monétaire
e19de3482fe13378989d9bc362b91fd3,systemes monetaires,2. defaillances de notre monnaie et superiorite de bitcoin,1,https://www.youtube.com/watch?v=qDRqbG-VLDM,comment bitcoin change societe,Quel avenir pour Bitcoin ? – Alexandre Stachtchenko,"Liber-thé, la chaîne Youtube qui infuse la liberté",01:05:46,Video Youtube,e0b625e00ed12e81ed7b154dd6a1e2d2a462f81edb13b0d16c29c1052264583e,"Le XXe siècle a été marqué par un bouleversement des systèmes monétaires, notamment avec l'abandon de l'étalon-or. Le Bitcoin, abordé dans une vidéo YouTube, est présenté comme une alternative offrant une résistance à l'inflation et à la dévaluation monétaire. L'auteur met en avant le potentiel du Bitcoin en tant que réserve de valeur, soulignant son aspect décentralisé et limité à 21 millions de bitcoins.","systèmes monétaires, défaillances monnaie, supériorité Bitcoin, Bitcoin, société, Alexandre Stachtchenko, crypto-monnaie, système économique, géopolitique, valeur refuge, adoption Bitcoin, adoption crypto-monnaie",
