id,title,subtitle,level,links,quadrant,summary,descriptions,time_min,titles,AUTEUR (TODO),"TYPE (vidéo, podcast, article ou combinés de plusieurs)",iframe_url,download_link
0b3650d0e294bf62972b57150b02b958,acheter du btc,2.  dca: choisir une frequence d'achat,1,https://butanuki.com/,comment j'utilise bitcoin,Butanuki est temporairement indisponible en raison de changements de réglementations indépendants de leur volonté. Ils s'excusent pour la gêne et recommandent d'utiliser Pocket en attendant.,"Butanuki, Indisponible, Changements de réglementations, Fermeture de service, Excuses, Réouverture, Recommandation de Pocket, Twitter: @Butanuki21, Telegram: t.me/Butanuki, Contact, Français, English, Butanuki.com",0,"""Annonce: Indisponibilité temporaire de Butanuki - Utilisez Pocket en attendant""",,,,
d8c6f8b12d845ee92531904cadc571ae,acheter du btc,3. acheter du btc sur un exchange,1,https://armantheparman.com/howtobuybitcoin2/,comment j'utilise bitcoin,"Le texte discute de l'achat de Bitcoin en utilisant l'exemple de la plateforme Bitaroo Exchange. Il présente des guides et des explications sur le Bitcoin, mettant en avant des concepts tels que la séparation de l'argent et de l'État, les problèmes monétaires, la valeur réelle du Bitcoin et le fonctionnement des prix du Bitcoin.","Comment acheter du Bitcoin, Utilisation de l'échange Bitaroo comme exemple, Méthodes pour obtenir du Bitcoin, Acheter du Bitcoin depuis un échange, Processus d'achat sur Bitaroo, Créer un compte sur Bitaroo, Vérifier votre identité, Effectuer un dépôt en AUD depuis votre banque",8,"""Achat de Bitcoin: Guide sur Bitaroo Exchange et la valeur du Bitcoin""",,,,
0283cb1d384601c7ad78e554bfbd4021,acheter du btc,4. solutions d'achat en pair-a-pair et achat en liquide,1,https://btctouchpoint.com/fr/ressources/solutions-pratico-pratiques/#rencontrer,comment j'utilise bitcoin,"Le texte aborde des sujets liés à Bitcoin, notamment son utilisation pratique, son impact sur la société et la culture, ainsi que les ressources disponibles comme des podcasts, des articles, des mèmes et des livres.","Solutions pratico-pratiques, Bitcoin meet-ups, Commerces, Exchanges, Outils, Ambassadeurs Bitcoin, Twentyone World, BTC Map, Paymium, StackinSat, Binance, Coinbase, Kraken, Solutions KYC, Solutions sans KYC",11,"""Exploration de Bitcoin : Impact, Culture et Ressources""",,,,
36a8bc22cd46ea468dae56054d64df7c,acheter du btc,4. solutions d'achat en pair-a-pair et achat en liquide,1,https://agora256.com/acheter-du-bitcoin-sans-kyc-au-canada-avec-bull-bitcoin/,comment j'utilise bitcoin,Acheter du Bitcoin sans KYC au Canada avec Bull Bitcoin en utilisant des comptoirs Poste Canada pour échanger des espèces contre des bitcoins sans identification.,"Bitcoin, KYC, Acheter sans KYC, Bull Bitcoin, Canada Post, Comptoirs Postes Canada, Paiement en comptant ou par carte, Frais, Limites transactionnelles, Portefeuille Bitcoin, Lightning Network, Liquid Network, LNURL, Bolt11",7,"""Acheter du Bitcoin sans KYC au Canada avec Bull Bitcoin via les comptoirs Poste Canada""",,,,
d95393bc2656e3889780c61320e40aaa,acheter du btc,"5. trouver un distributeur, des cartes cadeaux",1,https://azte.co/#about,comment j'utilise bitcoin,"Azteco propose des bons d'achat Bitcoin pour chaque aspect de la vie quotidienne. Les utilisateurs peuvent acheter des bons Azteco et les échanger contre des bitcoins. Découvrez comment des personnes à travers le monde intègrent le bitcoin dans leur vie quotidienne, comme Tania au Costa Rica et Kgothatso en Afrique du Sud.","Azteco bitcoin vouchers, Utilisation du bitcoin dans la vie quotidienne, Tania au Costa Rica et Kgothatso en Afrique du Sud utilisent le bitcoin, Giovanni au Brésil est payé en bitcoin, Fonctionnement des vouchers Azteco, Achat et utilisation des vouchers, Façons de racheter un voucher Azteco, Avantages des vouchers Azteco pour obtenir du bitcoin",,"""Intégrer le Bitcoin dans la vie quotidienne : Témoignages du Costa Rica et de l'Afrique du Sud""",,,,
ab0e63ad8542fc5f5e9ae3b115d55a2a,acheter du btc,"5. trouver un distributeur, des cartes cadeaux",1,https://btcmap.org/map,comment j'utilise bitcoin,"Le texte parle de BTC Map, un outil de cartographie.","Carte BTC, Objectif, Identification des sujets clés, Concepts clés, Carte chargement, Carte interactive",,"""BTC Map : L'outil de cartographie en vedette""",,,,
11eaafe82e723d7d3d8f12475ed6ba97,preference temporelle,rabaisser notre preference temporelle,1,https://www.youtube.com/watch?v=XcmrCLL7Rtw,comment bitcoin me change,"Walter Mischel, professeur à l'Université de Columbia, étudie depuis 45 à 50 ans le développement de l'auto-contrôle chez les enfants et ses implications tout au long de leur vie. L'auto-contrôle, anciennement appelé volonté, est crucial et a des conséquences majeures, remontant même au péché originel d'Adam et Ève.","Développement de l'auto-contrôle chez les enfants, Test de la guimauve (Marshmallow test), Importance de l'auto-contrôle dans la vie des enfants, Lien entre auto-contrôle et réussite scolaire, Applicabilité de l'auto-contrôle aux adultes, Stratégies pour améliorer l'auto-contrôle, Utilisation de l'auto-contrôle dans l'éducation, Programmes d'éducation comme les Kipp schools, Enseignement de compétences d'auto-contrôle aux enfants vivant dans la pauvreté, Implications pour l'avenir des",4,"""Le Pouvoir de l'Auto-Contrôle: Étude du Professeur Walter Mischel sur le Développement des",,,,
4243acafbeb36d51276f93402ff19cc5,contre-culture,2. bitcoin maximalisme,1,https://www.youtube.com/watch?v=IrL_4bsU1I4,comment bitcoin influ culture,"Le texte aborde la théorie maximaliste de Bitcoin, considérant que seule cette crypto-monnaie a de la valeur, excluant ainsi les autres cryptos. Cette approche est controversée dans l'univers des cryptomonnaies, certains la soutenant tandis que d'autres la critiquent.","Maximalisme bitcoin, Valeur de Bitcoin, Intérêt des différentes cryptomonnaies, Investisseurs en crypto, Critiques des maximalistes bitcoin, Arguments des maximalistes bitcoin, Comparaison entre Bitcoin et autres cryptomonnaies, Création et gestion de projets cryptos, Gouvernance de projets cryptos, Investissement dans les cryptomonnaies",19,"""La controverse de la théorie maximaliste de Bitcoin""",,,,
ff0f6fa2e10ae3a8a22ead9e4a1e7930,contre-culture,2. bitcoin maximalisme,1,https://www.youtube.com/watch?v=y4ysUro7WtI&t=12s,comment bitcoin influ culture,"Le texte discute du deuxième épisode d'une série sur le bitcoin et son écosystème, se concentrant sur les maximalistes du bitcoin. Ces individus considèrent que rien n'est aussi important que le bitcoin.","Série sur le bitcoin et son écosystème, Bitcoin maximaliste, Mentalité et différences dans l'écosystème, Polémique et dénigrement des autres projets, Caractéristiques des bitcoins maximalistes, Limite de 21 millions de bitcoins, Valeur et standard monétaire, Critiques envers les ""shitcoins"", Raisons et arguments des maximalistes, Défense de son projet, Communauté et investissements",NAN,"""Les Maximalistes du Bitcoin : L'Importance Suprême de la Cryptomonnaie""",,,,
af71573c7481b27bc2334da75b5265ef,contre-culture,2. bitcoin maximalisme,1,https://www.swanbitcoin.com/ten-million-bitcoiners-the-intransigent-minority/,comment bitcoin influ culture,"""Ten Million Bitcoiners: The Intransigent Minority"" explique que lorsque le nombre de détenteurs de Bitcoin aux États-Unis atteindra dix millions, la victoire de Bitcoin sera inévitable.","Bitcoiners, Minorité intraitable, Nassim Nicholas Taleb, Adoption de Bitcoin, Risques pour Bitcoin, Attaques potentielles, Résilience de Bitcoin, Recrutement de Bitcoiners, Cory Klippsten, Services financiers Bitcoin, Swan.com, Fonds de capital-risque Bitcoiner, Recommandations d'achat de Bitcoin, Effet Cantillon.",5,"""Dix Millions de Bitcoiners: L'Inévitable Victoire de Bitcoin""",,,https://cdn.consentmanager.net/delivery/crossdomain.html,
eac62d9406b6d555e6f3e6f687b212ba,experimentations ludiques,"1. bitcoin, lightning et le  gaming",1,https://www.coindesk.com/tech/2021/02/11/these-gaming-studios-are-bringing-bitcoin-payouts-to-everyday-esport-gamers/,comment j'utilise bitcoin,"Des studios de jeu intègrent le Bitcoin dans l'esport, marquant une convergence entre cryptomonnaie et jeux vidéo.","Studios de jeux, Bitcoin, Esports, Crypto-monnaie, Événements, Podcasts, Indices, Prix du Bitcoin, Ethereum, NFTs, Binance, SEC, Politique, Technologie, Contrats intelligents, Protocoles, Finances, DeFi, Infrastructures Web3, Interopérabilité, Événements Consensus, Tokens, Blockchain, Éducation, Altcoins, Trading, Bots de trading, Yield farming, Sharding Ethereum, Gouvernance de tokens, Sujets de crypto, Veille de",,"""Intégration du Bitcoin dans l'esport : La fusion entre cryptomonnaie et jeux vidéo""",,,"https://metrics.coindesk.com/ns.html?id=GTM-W9J8GSW&gtm_auth=YBXBxOFkGb4REqoe6EL-jw&gtm_preview=env-1&gtm_cookies_win=x,https://www.youtube.com/embed/GlSTBsmR05E?feature=oembed&enablejsapi=1&origin=https%3A%2F%2Fwww.coindesk.com,https://www.youtube.com/embed/Sem9l2f_SKg?feature=oembed&enablejsapi=1&origin=https%3A%2F%2Fwww.coindesk.com,https://www.youtube.com/embed/5Ats26zMIRs?feature=oembed&enablejsapi=1&origin=https%3A%2F%2Fwww.coindesk.com,https://www.youtube.com/embed/dRRkC0RtvpY?feature=oembed&enablejsapi=1&origin=https%3A%2F%2Fwww.coindesk.com,https://consentcdn.cookiebot.com/sdk/bc-v4.min.html,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6LdD_vElAAAAAC4MH8sVjuaAFGSN1fmOs8QJv8jW&co=aHR0cHM6Ly93d3cuY29pbmRlc2suY29tOjQ0Mw..&hl=fr&v=-ZG7BC9TxCVEbzIO2m429usb&size=invisible&cb=wd4spdsnxqrd",
97c2f6427363dc2a23cca845256570e5,experimentations ludiques,"1. bitcoin, lightning et le  gaming",1,https://sites.google.com/nathanday.net/gamertron/,comment j'utilise bitcoin,"Sam Day, âgé de 11 ans, crée des jeux avec Unity et Bitcoin Lightning sur Gamertron. Son nouveau jeu, Sats-Man, est disponible en 8 bits avec un tirage au sort hebdomadaire de 10 000 sats. Il invite les joueurs à découvrir ses créations, telles que Defender et Lander, et à soutenir son travail via les réseaux sociaux.","Gamertron, Sam Day, Unity, Bitcoin Lightning, Sats-Man, 8-bit, Prize-draw, Defender, Lander, Social support, Cookies, Google",,"""Sam Day, 11 ans, crée des jeux avec Unity et Bitcoin Lightning sur Gamertron : Découvrez Sats-Man et ses",,,https://www.gstatic.com/atari/embeds/83a60601c213b72fb19c1855fb0c5f26/intermediate-frame-minified.html?jsh=m%3B%2F_%2Fscs%2Fabc-static%2F_%2Fjs%2Fk%3Dgapi.lb.fr.LPNKWkSa6sQ.O%2Fam%3DAAAg%2Fd%3D1%2Frs%3DAHpOoo946dWCwwswVqgpafFm3MOnb74K1A%2Fm%3D__features__&r=228391140,
85213deeb388294e4bee4115825f1257,parties prenantes,1. qui gouverne bitcoin ?,1,https://www.youtube.com/watch?v=fcXvjghA-uM&list=PLinTFKehfR4yOM86i_sWI3EwWaI6CSOPm,comment bitcoin change societe,Le texte parle du chapitre 2.2 de des coupesbitcoin qui aborde l'industrie du bitcoin et des cryptomonnaies de manière approfondie. Il est souligné que cette section est longue et nécessitera au moins une vidéo de 20 minutes pour être couverte. L'accent est mis sur la décentralisation de coop bitcoin.,"Bitcoin et les cryptomonnaies, Décentralisation de Bitcoin, Utilisation de Bitcoin, Acteurs de l'industrie (banques, États, développeurs, mineurs, utilisateurs), Portefeuilles et échanges, Infrastructure et Lightning Network, Différences entre Bitcoin et autres cryptomonnaies, Philosophie de Bitcoin, Évolution de Bitcoin et sécurité, Innovation dans l'industrie des cryptomonnaies",NAN,"""Exploration approfondie de l'industrie du bitcoin et des cryptomonnaies: Chapitre 2.2""",,,,
94df8e971b7ce1c0c32b52cb70dcf7b9,parties prenantes,1. qui gouverne bitcoin ?,1,https://www.youtube.com/watch?v=Zb1dKNH0amM,comment bitcoin change societe,"Bitcoin a été créé par Satoshi Nakamoto, dont l'identité est inconnue, assurant ainsi la décentralisation de la cryptomonnaie. Aucune entité ne contrôle Bitcoin, son évolution dépend des utilisateurs et contributeurs. La décentralisation est cruciale pour l'autonomie et l'évolution de Bitcoin.","Bitcoin, Satoshi Nakamoto, Décentralisation, Résistance à la saisie et à la censure, Aucune entité centrale, Gestion par les utilisateurs et les contributeurs, Absence de gouvernement influençant, Absence de PDG",1,"""Bitcoin: La Décentralisation pour l'Autonomie et l'Évolution""",,,,
c3f7ebc8c8a551aa912173445e0c5240,parties prenantes,2. focus sur les  noeuds,1,https://www.youtube.com/watch?v=3vQmDJ4_ooM,comment bitcoin change societe,La leçon 3 aborde l'importance des noeuds dans la technologie Bitcoin. Les noeuds sont cruciaux pour la direction du système.,"Noeuds Bitcoin, Fonctions des noeuds, Copie du registre des transactions, Décentralisation du réseau, Validation des transactions, Anti-fragilité de Bitcoin, Participation au consensus du réseau, Règles du consensus Bitcoin",20,L'importance cruciale des noeuds dans la technologie Bitcoin,,,,
39574cebe1082a1e79e22d0a7af15da3,parties prenantes,2. focus sur les  noeuds,1,https://www.youtube.com/watch?v=btUHumjEq-4,comment bitcoin change societe,"Crypto John explique l'importance d'avoir un nœud Bitcoin à domicile, un sujet souvent négligé par les youtubeurs crypto. Il aborde les raisons de posséder son propre nœud, les équipements et logiciels nécessaires, et explique comment le mettre en place.","Nœud Bitcoin, Matériel et logiciel pour un nœud, Fonctionnement du logiciel Bitcoin, Réseau de nœuds interconnectés, Types de nœuds : mineurs et non mineurs, Décentralisation du réseau Bitcoin, Avantages de faire tourner un nœud, Augmentation de la souveraineté personnelle, Confidentialité, Résistance du réseau à divers scénarios, Choix de la version du protocole Bitcoin, Importante des nœuds non mineurs",16,"""L'Essentiel du Nœud Bitcoin Domestique: Guide Complet par Crypto John""",,,,
a25e5b542ef20c8feefe2d7fccc6685f,parties prenantes,3. focus sur les  mineurs et la preuve de travail (pow),1,https://www.youtube.com/watch?v=Lr5L3uy244w,comment bitcoin change societe,"Ce chapitre se concentre sur les bitcoins du point de vue technique, en abordant le sujet des mineurs et de leur consommation énergétique. Il met en avant les préoccupations environnementales liées à cette activité.","Chapitre sur les bitcoins, Les mineurs de bitcoins, Consommation d'énergie des mineurs, Impact écologique, Rôle des mineurs dans le réseau bitcoin, Validation des transactions, Sécurisation du réseau, Résolution d'équations mathématiques, Récompenses en bitcoins, Généraux byzantins, Problème de la double dépense, Blockchain, Transferts physiques vs. numériques, Copier-coller sur internet, Garantir l'intégrité des transactions financières en ligne.",28,"""Bitcoin: Mineurs, Consommation Énergétique et Environnement""",,,,
3e689b21f6d926ba4bf1da4fb8c2d652,parties prenantes,1. qui gouverne bitcoin ?,1,https://bitcoin.fr/qui-controle-bitcoin/,comment bitcoin change societe,"Le texte aborde le contrôle de Bitcoin, mentionnant des ressources et des informations sur la compréhension, l'obtention et la dépense de cette cryptomonnaie.","Contrôle de Bitcoin, Décentralisation, Réseau Bitcoin, Logiciel Bitcoin Core, Mainteneurs du dépôt GitHub, Opérateurs de nœuds, Implémentations du protocole, Consensus, Utilisateurs de Bitcoin, Mineurs de Bitcoin, Développeurs de Bitcoin, Compatibilité des logiciels, Code proposé par les développeurs, Exécution du code, Règles du réseau Bitcoin",4,"""Maîtriser Bitcoin: Ressources et Informations Essentielles""",,,https://www.youtube.com/embed/d17A3Izolz4?feature=oembed&enablejsapi=1,
ad39296ae2be2228a68d17cd022fa993,parties prenantes,1. qui gouverne bitcoin ?,1,https://bitcoin.fr/qui-decide-des-ameliorations-de-bitcoin/,comment bitcoin change societe,Le texte aborde la question de qui décide des améliorations de Bitcoin.,"Améliorations de Bitcoin, Protocole Bitcoin, Bitcoin Core, Logiciel Open Source, Dépôt Github, Développeurs, Consensus, Rétro-compatibilité, Nœuds du réseau, Mise à jour, Consensus des nœuds, Libre participation",5,"""Qui décide des améliorations de Bitcoin ?""",,,,
df8b166424b57d66fac5dd8a60ad4f59,parties prenantes,3. focus sur les  mineurs et la preuve de travail (pow),1,https://btctouchpoint.com/fr/4-pourquoi-il-faut-a-la-fois-du-temps-et-des-efforts-pour-gagner-des-bitcoins/,comment bitcoin change societe,"Le texte aborde le sujet de la nécessité de temps et d'efforts pour gagner des bitcoins, expliquant les étapes initiales pour débuter avec cette cryptomonnaie. Il met en lumière l'importance de comprendre les pièges et principes liés à Bitcoin, tout en offrant des ressources pratiques pour guider les utilisateurs dans leur parcours avec cette technologie émergente.","Gagner des bitcoins, Temps et efforts, Création de monnaie par l'État, Création de bitcoins, Processus de minage, Offre limitée de bitcoins, Équité dans la création de monnaie, Monnaie Bitcoin",4,"""Guide pratique pour commencer avec Bitcoin : comprendre les étapes et les pièges""",,,https://www.buzzsprout.com/2003298/episodes/10962321-ep-6-pourquoi-bitcoin-tomer-strolight-1-3?client_source=small_player&iframe=true&referrer=https://www.buzzsprout.com/2003298/10962321-ep-6-pourquoi-bitcoin-tomer-strolight-1-3.js?container_id=buzzsprout-player-10962321&player=small,"https://www.buzzsprout.com/2003298/episodes/10962321-ep-6-pourquoi-bitcoin-tomer-strolight-1-3.mp3?client_source=small_player&download=true,https://www.buzzsprout.com/2003298/episodes/10962321-ep-6-pourquoi-bitcoin-tomer-strolight-1-3.mp3?client_source=small_player&referrer=https%3A%2F%2Fwww.buzzsprout.com%2F2003298%2F10962321-ep-6-pourquoi-bitcoin-tomer-strolight-1-3.js%3Fcontainer_id%3Dbuzzsprout-player-10962321"
